StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,FreeResponse,FreqCheckSee,FreqCheckWrite,KnewAllWords,AbilityChange,Engaging,GameChange,Age,Gender,NativeLang,SecondLangYN,SecondLang,subjCode
10/9/17 14:04,10/9/17 14:08,273,TRUE,10/9/17 14:08,R_31pjGOWmGwsAJIC,anonymous,EN,"It was difficult at first, but it became easier to recall the words after a lot of repetition. They started to seem almost like English words after using them so much. ","It seemed like the words sarp, frabda, and peka were repeated more frequently than the others in the beginning, but it seemed to even out over time. ",It seemed to follow the same pattern as how often I saw words. ,Definitely yes,Yes,Somewhat engagin,I would make the game more exciting by giving a different type of reward or punishment when correct or incorrect words were typed. ,18,Female,Yes,No,,223
10/10/17 14:27,10/10/17 14:29,151,TRUE,10/10/17 14:29,R_2cdD0xdIcUz3T8p,anonymous,EN,It was a little weird because the words seemed like gibberish and some of the ones that were close together sounded similar. ,minada was used a lot,i probably type minada and grah the most,Definitely yes,Yes,Somewhat engagin,,18,Male,Yes,No,,224
10/10/17 14:30,10/10/17 14:32,101,TRUE,10/10/17 14:32,R_25Kp4L3Zw67Itgr,anonymous,EN,"It was hard at first, but having the clock-like model helped me recognize each word. ",nothing,nothing,Definitely yes,Yes,Somewhat boring,nothing,18,Female,Yes,No,,225
10/10/17 15:15,10/10/17 15:18,176,TRUE,10/10/17 15:18,R_x9KWxCEbpdLjcjf,anonymous,EN,I had to memorize the Elvish words and which direction the words represented.,I saw noobda more than any other word.,I typed noobda more than any other word. Also the time was shorter for some words rather than others.,Probably yes,Yes,Somewhat engagin,It was frustrating that you couldn't move on to the treasure map until you got all directions correct. ,20,Female,Yes,Yes,Spanish from 9-12 grade,227
10/10/17 15:29,10/10/17 15:31,111,TRUE,10/10/17 15:31,R_1i3eUuoFk7Vo5Zm,anonymous,EN,The hardest part was learning them before you went on the actual hunt. I knew two really well and the others were harder to memorize. ,I saw the words hoon and peka the most so I learned those the best. ,I typed hoon and peka more so I could type them the fastest. ,Definitely yes,Yes,Somewhat engagin,I would not make it so you had to get all 8 right on the pre-hunt. ,18,Female,Yes,No,,226
10/10/17 16:01,10/10/17 16:03,106,TRUE,10/10/17 16:03,R_2qmbH9SsZvnOmaq,anonymous,EN,"It was really hard at first, but I found myself catching on very quickly.",I thought I saw the words skod and noobda a lot more then the others.,Didn't really notice anything,Definitely yes,Yes,Very engaging,Better animations!!! ,19,Female,Yes,No,,229
10/10/17 16:02,10/10/17 16:04,110,TRUE,10/10/17 16:04,R_3NIZ58yDCLs0lUw,anonymous,EN,frustrating at first but once I was able to remember them it became simple,I noticed the specific parts of the circle each word was associated with,i never really typed the word gorm as much as the others,Definitely yes,Yes,Engaging,nothing ,19,Male,Yes,No,,228
10/11/17 10:27,10/11/17 10:29,94,TRUE,10/11/17 10:29,R_11cJ1P1ckfcWJTo,anonymous,EN,it was interesting to see how my brain correlated the direction of the arrow with these made up words. actually not that difficult once you get the hang of it.,as i saw the words more and more i got more familiar with which direction it was pointing,i typed specific words quickly and sometimes even misspelled them and got it wrong,Definitely yes,Yes,Somewhat engagin,nothing,18,Male,Yes,No,,231
10/11/17 10:29,10/11/17 10:32,167,TRUE,10/11/17 10:32,R_xz2GvdG5aljgYhP,anonymous,EN,It was difficult at first but after all the repetition it made it easier to remember.,I noticed that they would repeat the same words for a while then go to one in completely opposite direction.,I typed a few of the words more often than others.,Definitely yes,Yes,Somewhat boring,I would add more pictures and interactions than just a circle with different directions and one little elf.,18,Female,Yes,No,,230
10/11/17 11:03,10/11/17 11:09,389,TRUE,10/11/17 11:09,R_2UaTwk2lftVHYQx,anonymous,EN,"It was a very interesting experience. I felt that it would be a lot more difficult. However, I felt I did fairly well at memorizing the words. At first, I thought that I would perform terribly and not be able to memorize any of the corresponding directions with the words. Towards the beginning, I found it slightly difficult to distinguish between ""veek"" and ""yeen"", but as time went on, I felt more comfortable with those words.",I cannot recall how often I noticed seeing specific words.,"I found that I typed the words: mog, gorm, yeen, and veek more often than any other words.",Definitely yes,Yes,Engaging,There is nothing I would change about the game.,18,Female,Yes,No,,233
10/11/17 11:06,10/11/17 11:10,242,TRUE,10/11/17 11:10,R_2P75u1G9eQcwEur,anonymous,EN,"At first it was a little challenging just getting the words into more of a working set, but once I knew the words I just kind of put them in imaginary pie slices in my mind and then it got a lot easier associating positions with specific words.  I needed a meaning behind the word or some association to make it easier to learn.","It seemed pretty random to me, maybe a little less skod and peka, but pretty equal otherwise","Honestly the typing was more of a second nature thing that I wasn't really paying attention to.  The combination of keys took some practice, but once I had that it was easier.",Definitely yes,Yes,Engaging,"I don't really have a good idea of how it was set up (program wise) but if it's possible, explain how the coins work ahead of time (is it timer-based or location based?)",23,Male,Yes,No,,232
10/11/17 11:45,10/11/17 11:47,105,TRUE,10/11/17 11:47,R_33wLfror9UaTs2e,anonymous,EN,hard at first then very easy.,"i saw the same four words a lot more often. Noobda, Minada, Gorm and Grah.",I typed the same four words I saw many times.,Definitely yes,Yes,Boring,Its boring and long.,18,Female,Yes,No,,234
10/11/17 11:51,10/11/17 11:53,153,TRUE,10/11/17 11:53,R_bOtTVkUexA68vRv,anonymous,EN,It got easier with practice.,I noticed Mog and Dak more occurred often in the practices.  ,I tended to type the shorter words because they are faster to type.,Definitely yes,Yes,Very engaging,Nothing,18,Male,Yes,No,,235
10/12/17 10:28,10/12/17 10:32,238,TRUE,10/12/17 10:32,R_3q9hhoulWIwL6a5,anonymous,EN,"I didn't think it was that hard, but I am bad at typing so sometimes I would hit the wrong key and click enter too fast and because the word was mispelled I got it wrong :(",Minada and Noobda came up like a million times. Sometimes they would repeat the same one multiple times in a row,"I had to type the longer words more often than the short ones, so it felt",Definitely yes,Yes,Engaging,"Nada, I thought it was good",18,Female,Yes,No,,236
10/12/17 10:35,10/12/17 10:37,158,TRUE,10/12/17 10:37,R_1oiH0eOsSslO4v6,anonymous,EN,"It was different, learning the words were harder to learn because I have never heard or seen those words before. ","I noticed that there were lots of words the started with the letter ""g""","I typed the word ""clate"" ""noobda"" and ""blit"" a lot.",Definitely yes,Yes,Somewhat boring,I would change the length of the game.,18,Female,No,No,,237
10/12/17 11:06,10/12/17 11:08,173,TRUE,10/12/17 11:08,R_3HUnphbYmB30T28,anonymous,EN,It was difficult to remember the spelling and where each words were associated with. Sometimes the arrow would be pointing like between two of the words and I wouldn't know which one to do.,"I feel like I saw grah, gled, clate, noobda a lot more than any of them ","I typed a lot of grah, gled, clate over the course of the game ",Definitely yes,Yes,Somewhat engagin,The screen is just super boring. It would be fun if you could see the elves actually find the treasure ,19,Female,Yes,No,,239
10/12/17 11:15,10/12/17 11:16,74,TRUE,10/12/17 11:16,R_sbVKzYlnXxYiPOp,anonymous,EN,It was a little frustrating and hard to remember spelling,hoon and pim were a lot,hoon and pim as well,Probably yes,Yes,Neither boring nor engagin,nothing,19,Female,Yes,No,,238
10/12/17 11:45,10/12/17 11:48,208,TRUE,10/12/17 11:48,R_Zrb5P9ZnMGUqVix,anonymous,EN,"For me personally, it was easier to remember the words that had their own first letter of the word.  The directions starting in G, always took me an extra thought to confirm at first.",It was frustrating when the compass pointed to a direction in the middle of two words.,"Sometimes, I typed too quickly and hit enter with a typo in the word, causing it to be wrong but otherwise I believe typing was fine.",Definitely yes,Yes,Engaging,show a leader board with other players. ,18,Male,Yes,No,,240
10/12/17 11:51,10/12/17 11:53,128,TRUE,10/12/17 11:53,R_1giNJ8fYkK67C2C,anonymous,EN,I tried to remember the elvish words by thinking of words that they looked similar to in English. ,I didn't see pim and mog very often in the game,I would sometimes spell minada like miranda and sarp like scap or srap,Definitely yes,Yes,Very engaging,Have actually elves and have them go in the direction you tell them to go ,18,Female,Yes,No,,241
10/12/17 12:21,10/12/17 12:25,250,TRUE,10/12/17 12:25,R_2sRaTRHO8hFjt97,anonymous,EN,"You couldn't really associate any of the words with that of English so you have to rely on positional memory, as it were. That way, the words were limited to between two choices.",I ended up using 'minada' frequently for a portion of the game,"Like above, I ended up typing 'minada' fairly frequently",Definitely yes,Yes,Somewhat engagin,"You could possibly make it more difficult by adding compound instructions (ex. going 'north' around some obstacle and then head 'east'), but other than that, no.",18,Male,Yes,No,,242
10/12/17 12:36,10/12/17 12:38,168,TRUE,10/12/17 12:38,R_308dVfBsHNLaPwg,anonymous,EN,Learning the elvish words was quite frustrating. It was easier to remember the words on the outside of the compass rather than the ones on the top and bottom extremes.,"I felt as though I saw the words on the outside such as frabda, yeen, dak, and sarp more often.",It got easier and more reflexive typing the words the more I played.,Probably yes,Yes,Somewhat engagin,,18,Female,Yes,No,,243
10/13/17 14:49,10/13/17 14:52,215,TRUE,10/13/17 14:52,R_3izpux9nvaL1TUB,anonymous,EN,"It was difficult at first because I either would confuse similar directions or type in English versions of the words (e.g. typing mop instead of mog). With practice, it became much easier to memorize the names.","A few words were repeated constantly, like minada, dak, and mog. This made it more difficult to memorize some of the other words at first (especially sarp and grah).","I kept typing the same words repeatedly, even if the direction was closer to another word. ",Definitely yes,Yes,Engaging,The length of the treasure hunt. ,18,Female,Yes,No,,245
10/13/17 14:51,10/13/17 14:54,183,TRUE,10/13/17 14:54,R_3frsZGRsqpyR9NH,anonymous,EN,"At first, I hadn't realized that I needed to memorize the compass and the word association, so that tripped me up and I got very frustrated every time I had to go back and re try learning the directions and words","over time, the direction of the compass would change a little bit, but I would still type in the word I thought fit best","the more they came up, the better I knew them although I forgot about mog for awhile",Definitely not,Yes,Somewhat boring,"Not have it go for so long, I became anxious about what time it was and frustrated that I kept having to relearn the words. ",18,Female,Yes,No,,244
11/16/17 10:46,11/16/17 10:47,89,TRUE,11/16/17 10:47,R_2ARlHpBUiwLxkjT,anonymous,EN,they were very unfamiliar so remembering them was tricky,I saw mog and gorm a lot,i typed gorm a lot,Definitely yes,Yes,Somewhat engagin,,18,Female,Yes,No,,303
11/16/17 10:50,11/16/17 10:52,111,TRUE,11/16/17 10:52,R_1LGxJYyp827hm4h,anonymous,EN,It was a little challenging at first.,I saw frabda and sarp a lot.,I started to type frabda for clate sometimes or sarp for grah.,Definitely yes,Yes,Somewhat engagin,I don't think I'd change anything.,20,Female,Yes,No,,302
11/16/17 10:54,11/16/17 10:57,194,TRUE,11/16/17 10:57,R_ufYvBJQ7s36QcKt,anonymous,EN,It was hard labeling the directions without having options to look at. It took me a few tries before I was able to master the directions without being given options. ,"I saw clate, dak, and gorm more than the other directions. ","I typed frabda, gorm, and dak more times that the other words. ",Definitely yes,Yes,Somewhat engagin,"Maybe if there was a symbol next to the direction on the compass, it would help me remember the directions easier. ",21,Female,Yes,No,,301
11/16/17 11:28,11/16/17 11:29,80,TRUE,11/16/17 11:29,R_ZxVMcCOembejq25,anonymous,EN,It was difficult at first but gradually became easier.,There were a lot of repeats.,There were a lot of repeats.,Definitely yes,Yes,Engaging,,18,Female,Yes,No,,304
11/16/17 11:39,11/16/17 11:40,98,TRUE,11/16/17 11:40,R_10OPF3eHsldSff6,anonymous,EN,It was hard to remember some of them at first.,"I feel like I saw gorb, veek, and sarp a lot","I typed gorb, veek, and sarp the most",Probably yes,Yes,Somewhat boring,"At the end, less trials for actually hunting for treasure. It was tedious",19,Female,Yes,No,,305
11/16/17 11:41,11/16/17 11:44,152,TRUE,11/16/17 11:44,R_ONBOISvNGRvLcdz,anonymous,EN,"Awful. For starters, I am a horrible typer, and these keys don't have letters on them. Also, after a while I associated them with numbers on a clock. ",I felt like I saw noobda for a while. ,Hoon would come in spurts.,Probably yes,No,Somewhat boring,"Well it might just be me, but I am pretty sure the dials would change a little here and there to see what I would write. ",19,Female,Yes,No,,306
11/30/17 10:13,11/30/17 10:16,166,TRUE,11/30/17 10:16,R_3Xlqz6Pg2tH4niV,anonymous,EN,"At first, I thought it would be easiest to remember them in the order I was taught them. I later learned that it is easiest to just remember them where they are located. After some practice, I had them memorized easily. ","I feel like I saw hoon, noodba and grah most frequently. ","Again, I feel like I saw hoon, noobda and grah that most and then clate and veek the least. ",Definitely yes,Yes,Engaging,I don't think I would change anything. I actually enjoyed playing it. It was kind of addicting. ,18,Female,Yes,No,N/A,308
11/30/17 10:15,11/30/17 10:19,235,TRUE,11/30/17 10:19,R_Puot0RfbSO05tuh,anonymous,EN,It wasn't that difficult.  after about 3 rounds of practice I felt that I knew all of them pretty well.  I knew that each direction had a counterpart across the circle so i really only had to memorize 4 directions,"I noticed that the words Minada, mog and dak seemed to appear more often than the other ones","The words that I ended up typing the most outside of the pracatice were clate, gled, yeen and veek.  Those were the 4 words that probably appeared the least",Definitely yes,Yes,Very engaging,I accidentally pressed the space bar a few times which nullified my answer- maybe change the coding so that it can include a space bar. Other than that there wasn't anything that I noticed.  ,18,Female,Yes,No,,309
11/30/17 10:18,11/30/17 10:20,121,TRUE,11/30/17 10:20,R_2VPHQxO01HeKjCF,anonymous,EN,Was not the most difficult to learn the words but was harder to associate the word with the correct direction. ,"words that I may have gotten wrong the first time, then appeared correctly next with the right clock",Often was repetitive in certain cases,Probably yes,Yes,Engaging,None,20,Male,Yes,No,,307
11/30/17 10:52,11/30/17 10:56,221,TRUE,11/30/17 10:56,R_1ff1uSOiVei169Q,anonymous,EN,It was engaging and I liked having to type out the words and having to keep repeating them until the computer knew I knew all of them - it really helped with my memory retention.,"I saw words that I often put (yeen, gorm, etc) but not words that I didn't (dak, mog, etc)","Similar to the my previous response, I felt like I was typing out the same words for a majority of the experiment",Definitely yes,Yes,Engaging,"Sometimes when I would write a direction it would come up as saying the word was invalid, but when i spelled it the same the next time the same direction came up it would consider it valid - maybe more consistency",18,Male,Yes,Yes,Spanish,310
11/30/17 11:35,11/30/17 11:37,146,TRUE,11/30/17 11:37,R_6JqzMtpD0cw9Qk1,anonymous,EN,Going through it and seeing the visuals  a couple times helped learning the names. ,saw some words more often,typed some words more often,Probably yes,Yes,Somewhat engagin,not so many gray lines where some directions end and begin,20,Female,Yes,No,,312
11/30/17 11:35,11/30/17 11:38,156,TRUE,11/30/17 11:38,R_333TcbAO4dithek,anonymous,EN,Each direction the arrow was pointing had a word coordinated with it. ,saw a pattern of words I had to type twice and then another word I had to type twice,,Definitely yes,Yes,Somewhat boring,more fun screen rather then grey background. ,18,Female,No,Yes,Cantonese,311
12/7/17 10:13,12/7/17 10:19,401,TRUE,12/7/17 10:19,R_2WHXvAkgnPy8Boj,anonymous,EN,"At first, I thought it was going to be super challenging because the words were so abstract and random. But, after practicing and playing the game multiple times the words were much easier to memorize. I tried to use a repetitive learning technique where I associated each word with its location on the clock and repeated that in my head, but I soon learned that each word did not correlate to a specific clock position. ","There were words that were repeated more often that others, most likely in hopes of distraction so that participants may forget the other words/","Just like I said above, it seems like the direction of the compass was more prone to point in similar directions, and therefore had me typing the same words over and over again. I think that this may have thrown me off a bit because when I saw an arrow even in that general direction I was more apt to type in that repeated word, even if it wasn't the right word. ",Definitely yes,Yes,Engaging,"I think that the task was engaging and was a good way to test language comprehension and learning. I like the fact that if the word you typed was not a valid word, it told you but it may be more challenging if the computer didn't tell you if the word you type was valid or not.",19,Male,Yes,No,,313
12/7/17 10:19,12/7/17 10:20,108,TRUE,12/7/17 10:20,R_1ogVE9IMd52yQFU,anonymous,EN,"Would have been easier if they were all written on the compass, and you could just visualize to memorize it. ",Noobda seemed to be rarer. ,Clate was frequently types,Definitely yes,Yes,Engaging,See map at beginning with all words. ,18,Female,Yes,No,,316
12/7/17 10:18,12/7/17 10:21,204,TRUE,12/7/17 10:21,R_diNmBnjPIMWFqxz,anonymous,EN,Kind of fun! Also kind of difficult trying to memorize all of them suddenly. Was difficult to decide when the compass pointed in between directions so I wasn't sure which one to pick.,I don't think I noticed much but I remember seeing yeen and peka a lot. ,"I saw peka, noobda and yeen a lot, but not a lot of gorm, mog or sarp.",Definitely yes,Yes,Engaging,I thought it was fun! I liked it. ,20,Female,Yes,Yes,Hmong,315
12/7/17 10:20,12/7/17 10:23,215,TRUE,12/7/17 10:23,R_1mvYvjD2CsSxtzm,anonymous,EN,"In the beginning it seemed like it was going to be very difficult, but the repeated practice until I got all 8 sort of forced me to learn all of them by making associations.","It seemed like the first word learned, mog came up the most.",If the point was ambiguous then I would go to the one that seemed more prominent to me.,Definitely yes,Yes,Engaging,I feel like more animations or better prizes would do a better job of adding incentive to the learning.,18,Male,Yes,No,,314
12/7/17 10:24,12/7/17 10:25,75,TRUE,12/7/17 10:25,R_1jBvLS0owj66Eho,anonymous,EN,I tired to associate their words with English words. It was very difficult.,Yeen and Grah were very common.,I typed them fast.,Definitely yes,Yes,Somewhat engagin,Nothing,18,Female,Yes,No,,317
12/7/17 10:27,12/7/17 10:29,92,TRUE,12/7/17 10:29,R_1QgU5UiSGo3O1d1,anonymous,EN,"Very frustrating. If there was a list of the words there, then I would have been able to complete it much faster. ",,Typed a little faster,Might or might not,Yes,Engaging,,21,Female,Yes,No,,318
12/7/17 11:04,12/7/17 11:08,223,TRUE,12/7/17 11:08,R_2qpIJ85gTRisNlO,anonymous,EN,Frustrating as hell. Took way too long to memorize it. I wish I had a pen and paper. Incredibly frustrating!!!!,"I thought the words were dispersed evenly. I remembered yeen the most out of all of them, i think. ",yeen was easiest to remembers as was gorm and grah,Definitely yes,Yes,Somewhat engagin,"Add more visual. It would be easier to actual see elves going to collect the treasure. That would kind of make it more fun. Also if there was maybe like challenges in the way. For example, lets say a user hits the wrong direction, then this could put the elves in front of a ""dragon"" and you have to use the compass again to escape the danger. If you click the wrong direction again, one of the elves die. Idk just add some conflict and more visual. ",18,Male,Yes,No,,319
12/7/17 11:06,12/7/17 11:09,137,TRUE,12/7/17 11:09,R_3n0Mz4FzS9wdHzW,anonymous,EN,"It was frustrating at first because I couldn't remember where they all were and how to spell them, but once I got the hang of it it was easy.",I saw the word elf a lot and treasure,I typed the Elvish words a lot,Definitely yes,Yes,Somewhat boring,Have it be more engaging and less repetitive ,18,Female,Yes,No,,321
12/7/17 11:11,12/7/17 11:13,103,TRUE,12/7/17 11:13,R_2zuLm7ZtUDy3BBW,anonymous,EN,It was not like anything I have ever done,I started to see them differently,I typed some faster,Probably yes,Yes,Somewhat engagin,N/A,19,Male,Yes,No,,322
12/7/17 11:22,12/7/17 11:23,59,TRUE,12/7/17 11:23,R_3gTop1TSGWU8edQ,anonymous,EN,At first it was very hard and difficult. but after practice it got easier.,I think I saw the words on the right more. ,no,Probably yes,Yes,Engaging,More practice,19,Female,Yes,No,,320
12/7/17 11:39,12/7/17 11:40,88,TRUE,12/7/17 11:40,R_1dsDqqdRDjP9uea,anonymous,EN,Hard at first but the game made it easier to learn,you try to make sense of weird sounding words in your head,was weird because they werent real words,Definitely yes,Yes,Neither boring nor engagin,,19,Male,Yes,Yes,moroccan and arabic,327
12/7/17 11:40,12/7/17 11:43,143,TRUE,12/7/17 11:43,R_3CI5o2FWVKoLVpA,anonymous,EN,boring and frustrating at times,felt like i saw noobda and some words more often in the learning part,nothing,Definitely yes,No,Very boring,show the region of each direction I wasn't always sure where one direction ended and another started.,19,Male,Yes,No,,325
12/7/17 11:40,12/7/17 11:43,145,TRUE,12/7/17 11:43,R_WeeiprZcxAGvbfH,anonymous,EN,"Annoying that it stopped telling you if you were right or wrong. Seemed very repetitive after you were in the actual challenge. Was frustrated because I did not know a few directions but you kept asking them and once I forgot them, I forgot them for good",Peka and frabda the most. I made those almost like my north and south.,Peka and frabda the most. I made those almost like my north and south.,Probably yes,No,Somewhat engagin,"Shorter. If you keep missing the same ones repetitively, go back to learning, it is annoying continuing not knowing them",18,Female,Yes,No,,326
12/7/17 11:41,12/7/17 11:44,157,TRUE,12/7/17 11:44,R_2uxIrUZvxJ3p6VE,anonymous,EN,"Difficult to remember at first, then with more practice and repetition it got easier. ","Frabda. Dak, and Sarp were uncommon. ",I typed 4 letter words most commonly.,Definitely yes,Yes,Somewhat boring,"Make it shorter, especially the first practice maybe make it so you need 6 or 7 out of 8 directions correct. ",19,Female,Yes,No,,324
1/31/18 10:56,1/31/18 10:59,190,TRUE,1/31/18 10:59,R_2Tv0QqqADdFlFX7,anonymous,EN,"It was hard at first to remember the names and which directions they corresponded to, but after taking the tests multiple times, it was easier to remember which directions matched with which words.",I felt like I didn't see skod or yeen as much as any of the others.,"I confused gorm and gled a lot, so if anything I overused gorm a lot.",Definitely yes,Yes,Somewhat engagin,"It was hard to repeat the game so many times. I started to overthink sometimes or just typed the first thing that came to mind. After repeating it so many times, it was easier to remember the words, but sometimes I just got in my head about the direction they corresponded to.",19,Female,Yes,No,,351
1/31/18 10:57,1/31/18 11:03,356,TRUE,1/31/18 11:03,R_3JK7ELoizXW5W7w,anonymous,EN,"The words didn't really have any pattern to them, it all seemed random. Wasn't to hard to learn once you did the practice. ","Definitely felt that pim, peka, skod, and yeen were the most often seen words.",I felt that I rarely typed blit.,Definitely yes,Yes,Engaging,Maybe have some animations of the elves doing something or show the coins as you find them. This would make you feel like it is more of an accomplishment to do well.,19,Male,Yes,No,,350
1/31/18 11:32,1/31/18 11:35,194,TRUE,1/31/18 11:35,R_3PoiLWIYbUX2Fa1,anonymous,EN,"It was like doing a quizlet or flashcards for a language class. First we started with just learning the terms one at a time, then we had the cards shuffled. ",More of the shorter terms as well as the ones we saw early in the learning section appeared more frequently.,"More and more of the same words kept popping up throughout the experiment. Mog, gled, gorm and blit were my most frequently used words. ",Definitely yes,Yes,Very engaging,I found that some of the directions during the actual hunt could've gone to one direction or another. Perhaps distinguishing the directions a little more would yield a higher output.,20,Male,Yes,No,,353
1/31/18 12:22,1/31/18 12:26,192,TRUE,1/31/18 12:26,R_3jSTqYoW68ZU7HW,anonymous,EN,"At first, I thought it would be difficult to do so but the more you went through the easier it was to remember the words since they were so odd and I have never heard them before. ","It seemed like through each ""hunt"" I would go in the same direction multiple times and then wouldn't see that word for a while after.",I think I would type the same word even if it was a little different directionally because that is the word I had in my head. ,Definitely yes,Yes,Somewhat engagin,"I would keep it the same but to make it more engaging, add more graphics and you could add more directions to make it more challenging as time went on. ",19,Female,Yes,No,,354
1/31/18 12:25,1/31/18 12:27,125,TRUE,1/31/18 12:27,R_6KUEejyBTkhbfDX,anonymous,EN,It was like memorizing a short phrase. ,"The more I saw it, the easier it was to remember.","The more I typed a certain word, the easier it came to me the next time.",Definitely yes,Yes,Engaging,,18,Female,Yes,No,,355
2/1/18 10:46,2/1/18 10:51,263,TRUE,2/1/18 10:51,R_1rDILKFLcRVCOWa,anonymous,EN,"It took me awhile to remember them all. I learned pim, skod, and noobda the easiest while blit, clate, veek, and hoon were the last ones I remembered. Also, I found it tough to choose which word to use when the direction was in between words that I knew. ","I think I saw skod, pim, and noobda more because I learned those ones faster. ","I feel like I typed peka, skod, and noobda a lot. ",Definitely yes,Yes,Somewhat engagin,The treasure hunt was a little long. I found myself becoming bored by the end of it. ,19,Female,Yes,No,,356
2/7/18 10:54,2/7/18 10:56,85,TRUE,2/7/18 10:56,R_11j3vywnV7XmMpC,anonymous,EN,They looked like random arrangement of words and I didn't really like it.,I saw specific more often than others.,I typed other words more times than others.,Definitely yes,Yes,Somewhat engagin,"It got so repetitive.  At the end I was very, very bored.",19,Female,Yes,No,,358
2/7/18 10:57,2/7/18 10:59,94,TRUE,2/7/18 10:59,R_3Q0m3xkBO0pF820,anonymous,EN,It was hard at first but then you just get the hang of it. ,I saw minada and noobda a lot. ,It seemed like I typed the ones I knew the most. ,Probably yes,No,Engaging,Set boundaries for the directions. ,19,Female,Yes,No,,361
2/7/18 10:58,2/7/18 11:01,192,TRUE,2/7/18 11:01,R_3PjYZFSpJktdxsG,anonymous,EN,"It was tough at first, but I started to memorize them by comparing where they were to minada.","Noobda seemed to come up more often, and sometimes words that began with the same letters.",I didn't notice that.,Definitely yes,Yes,Somewhat engagin,I would add a treasure at the end of the arrow so it's not just the same arrow each time.,19,Male,Yes,No,,359
2/7/18 11:01,2/7/18 11:03,89,TRUE,2/7/18 11:03,R_2TZcL5ndJ4y95oy,anonymous,EN,"At first it was difficult, but as we practiced I got better. ",I felt like there was a pattern,I typed mog and dak alot,Probably yes,Yes,Neither boring nor engagin,Make better graphics,19,Female,Yes,No,,360
2/7/18 11:36,2/7/18 11:37,46,TRUE,2/7/18 11:37,R_4VOt8vLuRLNqB0J,anonymous,EN,repetitive and annoying,they were uneven frequencies,also uneven,Probably yes,Yes,Very boring,,20,Male,Yes,No,,363
2/7/18 11:43,2/7/18 11:47,237,TRUE,2/7/18 11:47,R_1QcLJZiFZW3Txb8,anonymous,EN,"It was a tedious task. Towards the end I am pretty sure I forgot 2 directions, so I made the ranges for other direction within similar range of the compass larger. ","I may have seen noobda the most, this was the easiest direction to pick out, as it was the first taught. ","I typed out grah, hoon, and clate quite a bit. ",Probably not,Yes,Somewhat engagin,"I would have a few more practice rounds to learn each direction. Perhaps learning each direction in clockwise order, rather than randomly pointed arrows. ",18,Female,Yes,No,,364
2/7/18 11:44,2/7/18 11:47,205,TRUE,2/7/18 11:47,R_XTmgoiUrTWfcQcp,anonymous,EN,It took a little while to learn the ones that started with g but enough repetition caused me to remember what they were by putting them in the locations on the compass,I didn't notice anything about seeing specific words.,"I feel like I typed noobda a lot, especially during one hunt in which I typed it probably 7 times",Definitely yes,Yes,Somewhat boring,It was very repetitive and not very interactive.,19,Male,Yes,No,,362
2/7/18 12:16,2/7/18 12:18,136,TRUE,2/7/18 12:18,R_8IABw51tA8UK0QV,anonymous,EN,It was hard to memorize since they were random non-words i guess.,I thought they were fairly randomly distributed,I definetly forgot one of the directions,Probably yes,Yes,Somewhat engagin,Maybe do one more test to ensure that you know all the directions.,22,Male,Yes,No,,365
2/7/18 12:28,2/7/18 12:33,345,TRUE,2/7/18 12:33,R_6ig7bBzPR7m3hNn,anonymous,EN,"The first time the words went around, it seemed like this task was going to be pretty difficult. However, I thought that the going through the choices really helped. IFrom there, it was just a matter of making sure I was spelling the words right.","During the learning section of choosing between the choices, I rarely saw mog, grah, pim, or minada. I saw dak, frabda, yeen, and sarp a lot.","During the hunt, it seemed liked I saw a lot of minada, pim, yeen, and grah. I had very little mog. Frabda, sarp, and dak were seen about medium times compared to the other words",Probably yes,Yes,Engaging,"During the hunt, it seemed like some of the directions were between two words of direction. For example, it seemed liked the arrow was between dak and minada, so I had to guess which direction it was pointing more towards. This could have been simply my perception while playing. The only suggestion from this would be to make sure that the arrow was pointing in the exact direction of the word.",18,Female,Yes,No,,368
2/7/18 12:33,2/7/18 12:36,182,TRUE,2/7/18 12:36,R_1oCjZf4draQ0qbv,anonymous,EN,Trying to repeat them and remember locations really helped with memorization,"I saw the same 8 specific words over the course of the game, and had a hard time remembering at first.",I typed the same 8 words and i felt that typing them helped with memorization.,Probably yes,No,Very engaging,I would have made more intermediate directions and learned those after the other 8 had already been mastered.,18,Female,Yes,No,,366
2/7/18 12:34,2/7/18 12:36,150,TRUE,2/7/18 12:36,R_1oaLmqTi00UZCh2,anonymous,EN,"It was confusing at first, but once I practiced it made sense.",There were certain words that were said more than others.,I typed certain words more because there were more of specific directions. (ex: more mogs than yeens),Definitely yes,No,Somewhat boring,If this was a real game I would show elves running around or make it intriguing in some way. I felt a little like I was trying to write a paper in words I didn't understand.,18,Female,Yes,No,,367
2/7/18 12:33,2/7/18 12:37,207,TRUE,2/7/18 12:37,R_1jPxHc8QIfMGxck,anonymous,EN,"It was a little difficult at first because there wasn't a way to correlate the word with anything, only a location on a clock. I got the word frabda wrong a bunch because I couldn't remember how to spell it, then is just kinda came back to me half-way through the game. The more I played the easier it the game got.",The more I saw a word the easier it was to remember ,the more I typed the word the faster I was able to type it later in the game and recall the word,Definitely yes,Yes,Somewhat engagin,"It got a little boring toward the end, but I thought it was interesting to work with words and pictures.",19,Female,Yes,No,,369
